date,country,daily_cases,daily_deaths,daily_recovered,total_cases,total_deaths,total_recovered,active_cases
2021-07-07,India,10168,269,15004,12752922,205484,12158380,389058
2021-07-08,India,7106,150,14628,12760028,205634,12173008,381386
2021-07-09,India,7383,150,15913,12767411,205784,12188921,372706
2021-07-10,India,7099,133,15245,12774510,205917,12204166,364427
2021-07-11,India,6616,195,12373,12781126,206112,12216539,358475
2021-07-12,India,7406,194,9079,12788532,206306,12225618,356608
2021-07-13,India,7246,217,10519,12795778,206523,12236137,353118
2021-07-14,India,6261,110,10897,12802039,206633,12247034,348372
2021-07-15,India,5341,185,11997,12807380,206818,12259031,341531
2021-07-16,India,4954,128,10488,12812334,206946,12269519,335869
2021-07-17,India,4668,151,9126,12817002,207097,12278645,331260
2021-07-18,India,4069,150,6879,12821071,207247,12285524,328300
2021-07-19,India,4977,171,7096,12826048,207418,12292620,326010
2021-07-20,India,5019,148,7142,12831067,207566,12299762,323739
2021-07-21,India,4049,152,6180,12835116,207718,12305942,321456
2021-07-22,India,3490,92,5804,12838606,207810,12311746,319050
2021-07-23,India,3166,85,6655,12841772,207895,12318401,315476
2021-07-24,India,2836,121,6487,12844608,208016,12324888,311704
2021-07-25,India,2813,91,4974,12847421,208107,12329862,309452
2021-07-26,India,3099,96,4638,12850520,208203,12334500,307817
2021-07-27,India,2752,62,4923,12853272,208265,12339423,305584
2021-07-28,India,2347,54,3628,12855619,208319,12343051,304249
2021-07-29,India,1850,65,4040,12857469,208384,12347091,301994
2021-07-30,India,1809,58,4740,12859278,208442,12351831,299005
2021-07-31,India,1436,47,3698,12860714,208489,12355529,296696
2021-08-01,India,1806,48,3026,12862520,208537,12358555,295428
2021-08-02,India,1725,75,2986,12864245,208612,12361541,294092
2021-08-03,India,1394,65,2856,12865639,208677,12364397,292565
2021-08-04,India,1384,35,2697,12867023,208712,12367094,291217
2021-08-05,India,904,38,3066,12867927,208750,12370160,289017
2021-08-06,India,959,30,3121,12868886,208780,12373281,286825
2021-08-07,India,930,29,2175,12869816,208809,12375456,285551
2021-08-08,India,862,29,1825,12870678,208838,12377281,284559
2021-08-09,India,939,31,1648,12871617,208869,12378929,283819
2021-08-10,India,1013,23,1261,12872630,208892,12380190,283548
2021-08-11,India,717,25,1632,12873347,208917,12381822,282608
2021-08-12,India,551,18,1576,12873898,208935,12383398,281565
2021-08-13,India,565,8,1386,12874463,208943,12384784,280736
2021-08-14,India,555,22,1640,12875018,208965,12386424,279629
2021-08-15,India,500,24,805,12875518,208989,12387229,279300
2021-08-16,India,555,17,882,12876073,209006,12388111,278956
2021-08-17,India,537,15,887,12876610,209021,12388998,278591
2021-08-18,India,391,11,860,12877001,209032,12389858,278111
2021-08-19,India,325,13,925,12877326,209045,12390783,277498
2021-08-20,India,314,14,1097,12877640,209059,12391880,276701
2021-08-21,India,313,10,521,12877953,209069,12392401,276483
2021-08-22,India,305,11,402,12878258,209080,12392803,276375
2021-08-23,India,285,10,515,12878543,209090,12393318,276135
2021-08-24,India,346,8,591,12878889,209098,12393909,275882
2021-08-25,India,254,7,404,12879143,209105,12394313,275725
2021-08-26,India,218,6,372,12879361,209111,12394685,275565
2021-08-27,India,205,5,544,12879566,209116,12395229,275221
2021-08-28,India,228,5,384,12879794,209121,12395613,275060
2021-08-29,India,245,5,277,12880039,209126,12395890,275023
2021-08-30,India,267,5,271,12880306,209131,12396161,275014
2021-08-31,India,281,5,271,12880587,209136,12396432,275019
2021-09-01,India,261,3,296,12880848,209139,12396728,274981
2021-09-02,India,249,2,256,12881097,209141,12396984,274972
2021-09-03,India,183,2,348,12881280,209143,12397332,274805
2021-09-04,India,247,3,174,12881527,209146,12397506,274875
2021-09-05,India,314,1,191,12881841,209147,12397697,274997
2021-09-06,India,338,3,174,12882179,209150,12397871,275158
2021-09-07,India,428,4,213,12882607,209154,12398084,275369
2021-09-08,India,415,2,222,12883022,209156,12398306,275560
2021-09-09,India,463,1,276,12883485,209157,12398582,275746
2021-09-10,India,460,1,219,12883945,209158,12398801,275986
2021-09-11,India,448,2,251,12884393,209160,12399052,276181
2021-09-12,India,576,2,252,12884969,209162,12399304,276503
2021-09-13,India,717,2,208,12885686,209164,12399512,277010
2021-09-14,India,790,3,225,12886476,209167,12399737,277572
2021-09-15,India,856,3,311,12887332,209170,12400048,278114
2021-09-16,India,770,2,265,12888102,209172,12400313,278617
2021-09-17,India,754,1,312,12888856,209173,12400625,279058
2021-09-18,India,997,2,432,12889853,209175,12401057,279621
2021-09-19,India,1251,3,444,12891104,209178,12401501,280425
2021-09-20,India,1377,3,493,12892481,209181,12401994,281306
2021-09-21,India,1788,3,371,12894269,209184,12402365,282720
2021-09-22,India,1626,4,581,12895895,209188,12402946,283761
2021-09-23,India,1692,6,816,12897587,209194,12403762,284631
2021-09-24,India,1779,5,790,12899366,209199,12404552,285615
2021-09-25,India,1896,4,844,12901262,209203,12405396,286663
2021-09-26,India,2456,5,739,12903718,209208,12406135,288375
2021-09-27,India,2790,6,610,12906508,209214,12406745,290549
2021-09-28,India,3227,9,1086,12909735,209223,12407831,292681
2021-09-29,India,3287,7,1127,12913022,209230,12408958,294834
2021-09-30,India,3023,7,1388,12916045,209237,12410346,296462
2021-10-01,India,3168,7,1448,12919213,209244,12411794,298175
2021-10-02,India,3182,8,1376,12922395,209252,12413170,299973
2021-10-03,India,4318,8,1857,12926713,209260,12415027,302426
2021-10-04,India,5354,14,1648,12932067,209274,12416675,306118
2021-10-05,India,6001,17,2084,12938068,209291,12418759,310018
2021-10-06,India,6078,17,2339,12944146,209308,12421098,313740
2021-10-07,India,5887,14,2185,12950033,209322,12423283,317428
2021-10-08,India,6093,21,3374,12956126,209343,12426657,320126
2021-10-09,India,7044,15,2969,12963170,209358,12429626,324186
2021-10-10,India,7663,31,3104,12970833,209389,12432730,328714
2021-10-11,India,8837,17,3048,12979670,209406,12435778,334486
2021-10-12,India,9945,33,2583,12989615,209439,12438361,341815
2021-10-13,India,10466,34,4213,13000081,209473,12442574,348034
2021-10-14,India,10025,24,6268,13010106,209497,12448842,351767
2021-10-15,India,9528,32,6044,13019634,209529,12454886,355219
2021-10-16,India,10131,38,5801,13029765,209567,12460687,359511
2021-10-17,India,13269,22,6259,13043034,209589,12466946,366499
2021-10-18,India,16769,55,5972,13059803,209644,12472918,377241
2021-10-19,India,19064,28,6903,13078867,209672,12479821,389374
2021-10-20,India,17317,46,6553,13096184,209718,12486374,400092
2021-10-21,India,16472,73,8681,13112656,209791,12495055,407810
2021-10-22,India,15404,50,10535,13128060,209841,12505590,412629
2021-10-23,India,18332,50,9207,13146392,209891,12514797,421704
2021-10-24,India,20710,68,10994,13167102,209959,12525791,431352
2021-10-25,India,27675,116,9062,13194777,210075,12534853,449849
2021-10-26,India,24776,58,8862,13219553,210133,12543715,465705
2021-10-27,India,27746,76,14009,13247299,210209,12557724,479366
2021-10-28,India,27284,120,15636,13274583,210329,12573360,490894
2021-10-29,India,26199,120,19691,13300782,210449,12593051,497282
2021-10-30,India,34396,91,16139,13335178,210540,12609190,515448
2021-10-31,India,34897,91,15718,13370075,210631,12624908,534536
2021-11-01,India,36895,217,15517,13406970,210848,12640425,555697
2021-11-02,India,43152,228,18110,13450122,211076,12658535,580511
2021-11-03,India,36583,178,15914,13486705,211254,12674449,601002
2021-11-04,India,39205,124,23589,13525910,211378,12698038,616494
2021-11-05,India,35416,137,25995,13561326,211515,12724033,625778
2021-11-06,India,44289,159,26284,13605615,211674,12750317,643624
2021-11-07,India,46960,197,24820,13652575,211871,12775137,665567
2021-11-08,India,57059,319,21734,13709634,212190,12796871,700573
2021-11-09,India,58798,259,29454,13768432,212449,12826325,729658
2021-11-10,India,68663,193,26727,13837095,212642,12853052,771401
2021-11-11,India,53924,308,35060,13891019,212950,12888112,789957
2021-11-12,India,60552,246,38946,13951571,213196,12927058,811317
2021-11-13,India,60700,344,31725,14012271,213540,12958783,839948
2021-11-14,India,69902,396,37380,14082173,213936,12996163,872074
2021-11-15,India,80622,251,35236,14162795,214187,13031399,917209
2021-11-16,India,86207,374,51417,14249002,214561,13082816,951625
2021-11-17,India,68248,284,38265,14317250,214845,13121081,981324
2021-11-18,India,71876,233,61127,14389126,215078,13182208,991840
2021-11-19,India,74309,327,61938,14463435,215405,13244146,1003884
2021-11-20,India,74237,574,60780,14537672,215979,13304926,1016767
2021-11-21,India,77522,255,52819,14615194,216234,13357745,1041215
2021-11-22,India,100412,486,55469,14715606,216720,13413214,1085672
2021-11-23,India,121333,567,59354,14836939,217287,13472568,1147084
2021-11-24,India,112499,599,77233,14949438,217886,13549801,1181751
2021-11-25,India,92018,447,82084,15041456,218333,13631885,1191238
2021-11-26,India,93489,379,86967,15134945,218712,13718852,1197381
2021-11-27,India,89596,536,62698,15224541,219248,13781550,1223743
2021-11-28,India,92701,499,58760,15317242,219747,13840310,1257185
2021-11-29,India,113861,380,69849,15431103,220127,13910159,1300817
2021-11-30,India,145345,893,79866,15576448,221020,13990025,1365403
2021-12-01,India,120118,678,63055,15696566,221698,14053080,1421788
2021-12-02,India,108018,603,86224,15804584,222301,14139304,1442979
2021-12-03,India,100226,644,117950,15904810,222945,14257254,1424611
2021-12-04,India,124748,745,97364,16029558,223690,14354618,1451250
2021-12-05,India,141157,667,81336,16170715,224357,14435954,1510404
2021-12-06,India,167185,973,85947,16337900,225330,14521901,1590669
2021-12-07,India,146145,934,74266,16484045,226264,14596167,1661614
2021-12-08,India,142929,1158,80323,16626974,227422,14676490,1723062
2021-12-09,India,109198,796,116995,16736172,228218,14793485,1714469
2021-12-10,India,128530,787,121289,16864702,229005,14914774,1720923
2021-12-11,India,109009,540,96887,16973711,229545,15011661,1732505
2021-12-12,India,140051,789,97164,17113762,230334,15108825,1774603
2021-12-13,India,141637,762,103259,17255399,231096,15212084,1812219
2021-12-14,India,153058,1014,117399,17408457,232110,15329483,1846864
2021-12-15,India,140265,802,129215,17548722,232912,15458698,1857112
2021-12-16,India,126314,675,161209,17675036,233587,15619907,1821542
2021-12-17,India,116598,1131,115807,17791634,234718,15735714,1821202
2021-12-18,India,120930,1247,143999,17912564,235965,15879713,1796886
2021-12-19,India,153259,1538,108849,18065823,237503,15988562,1839758
2021-12-20,India,146585,991,118338,18212408,238494,16106900,1867014
2021-12-21,India,167970,1159,115175,18380378,239653,16222075,1918650
2021-12-22,India,168222,825,119289,18548600,240478,16341364,1966758
2021-12-23,India,128814,730,151307,18677414,241208,16492671,1943535
2021-12-24,India,115302,812,149205,18792716,242020,16641876,1908820
2021-12-25,India,123664,1049,130122,18916380,243069,16771998,1901313
2021-12-26,India,155416,991,121020,19071796,244060,16893018,1934718
2021-12-27,India,160150,1317,110733,19231946,245377,17003751,1982818
2021-12-28,India,153799,1310,130259,19385745,246687,17134010,2005048
2021-12-29,India,153744,1559,131287,19539489,248246,17265297,2025946
2021-12-30,India,117354,674,129991,19656843,248920,17395288,2012635
2021-12-31,India,122636,1103,177961,19779479,250023,17573249,1956207
2022-01-01,India,122733,1120,151875,19902212,251143,17725124,1925945
2022-01-02,India,129655,926,134797,20031867,252069,17859921,1919877
2022-01-03,India,136643,1317,129500,20168510,253386,17989421,1925703
2022-01-04,India,137528,1336,113947,20306038,254722,18103368,1947948
2022-01-05,India,141141,1193,159365,20447179,255915,18262733,1928531
2022-01-06,India,128261,796,136006,20575440,256711,18398739,1919990
2022-01-07,India,99367,728,158790,20674807,257439,18557529,1859839
2022-01-08,India,110066,1282,150537,20784873,258721,18708066,1818086
2022-01-09,India,98158,1138,117989,20883031,259859,18826055,1797117
2022-01-10,India,122803,1352,110130,21005834,261211,18936185,1808438
2022-01-11,India,128870,941,98252,21134704,262152,19034437,1838115
2022-01-12,India,108681,940,130732,21243385,263092,19165169,1815124
2022-01-13,India,92828,1031,104110,21336213,264123,19269279,1802811
2022-01-14,India,84504,644,127837,21420717,264767,19397116,1758834
2022-01-15,India,91923,807,148247,21512640,265574,19545363,1701703
2022-01-16,India,97432,932,125493,21610072,266506,19670856,1672710
2022-01-17,India,88093,994,113978,21698165,267500,19784834,1645831
2022-01-18,India,88661,940,116495,21786826,268440,19901329,1617057
2022-01-19,India,91457,1076,88069,21878283,269516,19989398,1619369
2022-01-20,India,84645,1028,118212,21962928,270544,20107610,1584774
2022-01-21,India,56239,799,123129,22019167,271343,20230739,1517085
2022-01-22,India,69088,617,87826,22088255,271960,20318565,1497730
2022-01-23,India,75324,644,80734,22163579,272604,20399299,1491676
2022-01-24,India,94047,1055,76574,22257626,273659,20475873,1508094
2022-01-25,India,81000,1049,70277,22338626,274708,20546150,1517768
2022-01-26,India,76941,542,93978,22415567,275250,20640128,1500189
2022-01-27,India,63637,681,82462,22479204,275931,20722590,1480683
2022-01-28,India,45723,348,70875,22524927,276279,20793465,1455183
2022-01-29,India,57957,631,91347,22582884,276910,20884812,1421162
2022-01-30,India,60220,911,87076,22643104,277821,20971888,1393395
2022-01-31,India,65803,482,55215,22708907,278303,21027103,1403501
2022-02-01,India,81406,497,64175,22790313,278800,21091278,1420235
2022-02-02,India,45752,706,76587,22836065,279506,21167865,1388694
2022-02-03,India,52258,390,96426,22888323,279896,21264291,1344136
2022-02-04,India,38995,326,80150,22927318,280222,21344441,1302655
2022-02-05,India,40134,512,67772,22967452,280734,21412213,1274505
2022-02-06,India,42053,433,62781,23009505,281167,21474994,1253344
2022-02-07,India,43214,588,49141,23052719,281755,21524135,1246829
2022-02-08,India,41502,609,52319,23094221,282364,21576454,1235403
2022-02-09,India,39251,543,69939,23133472,282907,21646393,1204172
2022-02-10,India,27885,435,59850,23161357,283342,21706243,1171772
2022-02-11,India,29014,275,78403,23190371,283617,21784646,1122108
2022-02-12,India,25807,401,40968,23216178,284018,21825614,1106546
2022-02-13,India,25921,376,51287,23242099,284394,21876901,1080804
2022-02-14,India,28889,459,30913,23270988,284853,21907814,1078321
2022-02-15,India,31814,466,36424,23302802,285319,21944238,1073245
2022-02-16,India,24145,279,35961,23326947,285598,21980199,1061150
2022-02-17,India,21368,264,42046,23348315,285862,22022245,1040208
2022-02-18,India,16736,243,43803,23365051,286105,22066048,1012898
2022-02-19,India,18245,210,40115,23383296,286315,22106163,990818
2022-02-20,India,19220,203,20420,23402516,286518,22126583,989415
2022-02-21,India,21825,282,33541,23424341,286800,22160124,977417
2022-02-22,India,17942,267,25506,23442283,287067,22185630,969586
2022-02-23,India,16600,279,22951,23458883,287346,22208581,962956
2022-02-24,India,12976,156,28169,23471859,287502,22236750,947607
2022-02-25,India,12065,191,31079,23483924,287693,22267829,928402
2022-02-26,India,9894,174,21633,23493818,287867,22289462,916489
2022-02-27,India,11690,170,20919,23505508,288037,22310381,907090
2022-02-28,India,11245,145,15090,23516753,288182,22325471,903100
2022-03-01,India,10793,196,16806,23527546,288378,22342277,896891
2020-03-01,Brazil,795,5,346,795,5,346,444
2020-03-02,Brazil,916,4,414,1711,9,760,942
2020-03-03,Brazil,1179,10,579,2890,19,1339,1532
2020-03-04,Brazil,1243,6,568,4133,25,1907,2201
2020-03-05,Brazil,1188,8,605,5321,33,2512,2776
2020-03-06,Brazil,1213,8,524,6534,41,3036,3457
2020-03-07,Brazil,1318,9,545,7852,50,3581,4221
2020-03-08,Brazil,1517,12,596,9369,62,4177,5130
2020-03-09,Brazil,2055,13,766,11424,75,4943,6406
2020-03-10,Brazil,1913,13,870,13337,88,5813,7436
2020-03-11,Brazil,2006,14,740,15343,102,6553,8688
2020-03-12,Brazil,1895,14,823,17238,116,7376,9746
2020-03-13,Brazil,2202,16,1272,19440,132,8648,10660
2020-03-14,Brazil,2432,19,1339,21872,151,9987,11734
2020-03-15,Brazil,2867,22,1102,24739,173,11089,13477
2020-03-16,Brazil,3601,24,955,28340,197,12044,16099
2020-03-17,Brazil,3396,31,1193,31736,228,13237,18271
2020-03-18,Brazil,3741,20,1368,35477,248,14605,20624
2020-03-19,Brazil,3385,29,1843,38862,277,16448,22137
2020-03-20,Brazil,3563,32,1708,42425,309,18156,23960
2020-03-21,Brazil,3647,36,1799,46072,345,19955,25772
2020-03-22,Brazil,4305,31,1748,50377,376,21703,28298
2020-03-23,Brazil,5507,43,1979,55884,419,23682,31783
2020-03-24,Brazil,6153,41,2383,62037,460,26065,35512
2020-03-25,Brazil,5362,54,2851,67399,514,28916,37969
2020-03-26,Brazil,5237,55,3142,72636,569,32058,40009
2020-03-27,Brazil,4649,49,3674,77285,618,35732,40935
2020-03-28,Brazil,4433,69,3239,81718,687,38971,42060
2020-03-29,Brazil,6717,71,2723,88435,758,41694,45983
2020-03-30,Brazil,8147,85,3550,96582,843,45244,50495
2020-03-31,Brazil,8544,78,3214,105126,921,48458,55747
2020-04-01,Brazil,6880,104,4265,112006,1025,52723,58258
2020-04-02,Brazil,7279,87,4015,119285,1112,56738,61435
2020-04-03,Brazil,5878,125,6729,125163,1237,63467,60459
2020-04-04,Brazil,8554,72,5493,133717,1309,68960,63448
2020-04-05,Brazil,8307,114,4273,142024,1423,73233,67368
2020-04-06,Brazil,11633,118,3803,153657,1541,77036,75080
